PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,Title,Authors,Subtypes,RxStatus,Notes
PM24892359,24892359,2014,,1,1,"Identification of a Novel HIV-1 Second-Generation Recombinant Form (CRF01_AE/CRF07_BC) in Jilin, China","Feng,Y., Li,X., Zang,X., Guo,Q., Sun,L., He,X., Xing,H. and Shao,Y.",0107,,
PM24926043,24926043,2014,,5,1,Identification of a Novel HIV-1 Circulating Recombinant Form (CRF72_BF1) in Deep Sequencing Data from Blood Donors in Southeastern Brazil,"Pessoa,R., Carneiro Proietti,A.B., Busch,M.P. and Sanabani,S.S.",72_BF1,,
PM25212771,25212771,2014,,103,1,Recombination-mediated escape from primary CD8+ T cells in acute HIV-1 infection,"Ritchie,A., Cai,F., Smith,N., Chen,S., Song,H., Brackenridge,S., Abdool Karim,S.S., Korber,B.T., McMichael,A.J., Gao,F. and Goonetilleke,N.",C,,
PM25340817,25340817,2014,,2,1,Cross-Border Sexual Transmission of the Newly Emerging HIV-1 Clade CRF51_01B,"Cheong,H.T., Ng,K.T., Ong,L.Y., Chook,J.B., Chan,K.G., Takebe,Y., Kamarulzaman,A. and Tee,K.K.",51_01B,,
PM25347352,25347352,2014,,1,1,"The identification of a novel HIV-1 CRF01_AE/B recombinant using the near full length genome in Jiangsu Province, China","Guo,H., Hu,H., Zhou,Y., Huan,X., Qiu,T., Fu,G., Lu,J. and Wang,X.",01B,,
PM25517728,25517728,2015,,1,1,Identification and Genetic Characterization of Unique HIV-1 A1/C Recombinant Strain in South Africa,"Musyoki,A.M., Rakgole,J.N., Selabe,G. and Mphahlele,J.",A1C,,
PM2559749,2559749,1989,,1,1,A highly defective HIV-1 strain isolated from a healthy Gabonese individual presenting an atypical western blot,"Huet,T., Dazza,M.C., Brun-Vezinet,F., Roelants,G.E. and Wain-Hobson,S.",B,,
PM25748656,25748656,2015,,1,1,"Genetic Characterization of a Unique Recombinant Originating from CRF55_01B, CRF01_AE, and CRF07_BC in Shenzhen, China","Gui,T., Zhao,J., Sun,C., Chen,L., Liu,Y., Zheng,C., Li,H., Li,T., Bao,Z., Wang,X., Li,J. and Li,L.",01BC,,
PM25886933,25886933,2015,,23,1,Comprehensive Characterization of the Transmitted/founder env Genes from a Single MSM Cohort in China,"Chen,Y., Li,N., Zhang,T., Huang,X., Cai,F., Vandergrift,N., Xin,R., Meng,Z., Zhang,X., Jiang,C., Xu,X., Montefiori,D.C., Gao,F. and Wu,H.",01_AE,,
PM25962473,25962473,2015,,1,1,"CRF01_AE/B/C, a Novel Drug-Resistant HIV-1 Recombinant in Men Who Have Sex with Men in Beijing, China","Yan,J., Xin,R., Li,Z., Feng,Y., Lu,H., Liao,L., Ruan,Y., Shao,Y. and Xing,H.",01BC,,
PM26021911,26021911,2015,,1,1,"Novel HIV-1 Recombinant Identified in a Foreign Heterosexual Resident in Japan: Relatedness to Recently Reported CRF69_01B, Detected Primarily among Japanese Men Who Have Sex with Men","Kusagawa,S., Yokota,Y., Negishi,M., Kondo,M., Matano,T., Kato,S. and Takebe,Y.",69_01B,,
PM26858442,26858442,2016,,282,1,Clonally expanded CD4+ T cells can produce infectious HIV-1 in vivo,"Simonetti,F.R., Sobolewski,M.D., Fyne,E., Shao,W., Spindler,J., Hattori,J., Anderson,E.M., Watters,S.A., Hill,S., Wu,X., Wells,D., Su,L., Luke,B.T., Halvas,E.K., Besson,G., Penrose,K.J., Yang,Z., Kwan,R.W., Van Waes,C., Uldrick,T., Citrin,D.E., Kovacs,J., Polis,M.A., Rehm,C.A., Gorelick,R., Piatak,M., Keele,B.F., Kearney,M.F., Coffin,J.M., Hughes,S.H., Mellors,J.W. and Maldarelli,F.",B,,
PM26892263,26892263,2016,,1,1,"Near Full-Length Genomic Characterization of a Novel HIV type 1 CRF01_AE/CRF07_BC Recombinant form Transmitted between a Heterosexual Couple in Guangxi, China","Dong,Z., Shen,Z., Xiong,R., Liang,F., Liang,S., Li,J., Tan,G., Jiang,H., Yang,X., Li,F., Liao,L., Shao,Y., Feng,Y. and Zhu,Q.",0107,,
PM26892740,26892740,2016,,5,1,Characterization of the Near Full-Length Genome of a Novel HIV-1 CRF01_AE/CRF07_BC Recombinant in an Injection Drug User from Southern Taiwan,"Lee,N.Y., Wang,J.C., Lin,Y.C., Wu,C.J., Wang,S.W., Li,C.W., Li,M.C., Tseng,F.C. and Ko,W.C.",0107,,
PM26900693,26900693,2016,,1,1,"Identification of an HIV-1 BG Intersubtype Recombinant Form (CRF73_BG), Partially Related to CRF14_BG, Which Is Circulating in Portugal and Spain","Fernandez-Garcia,A., Delgado,E., Cuevas,M.T., Vega,Y., Montero,V., Sanchez,M., Carrera,C., Lopez-Alvarez,M.J., Miralles,C., Perez-Castro,S., Cilla,G., Hinojosa,C., Perez-Alvarez,L. and Thomson,M.M.",73_BG,,
PM26943897,26943897,2016,,,1,"Identification of a Novel CRF01_AE/CRF07_BC Recombinant Form in Men Who Have Sex with Men in Sichuan, China","Wang,Y., Wei,H., Xu,W., Yin,Q., Feng,Y., Liang,S., Shao,Y. and Ma,L.",0107,,
PM27018546,27018546,2016,,1,1,A Novel HIV-1 Second-Generation Recombinant Form (CRF01_AE/CRF07_BC) among heterosexuals in Nei Monggoi Autonomous Region in China,"An,M., Han,X., Zhao,B., Xu,J., Chu,Z. and Shang,H.",0107,,
PM27353182,27353182,2016,,1,1,"Near Full-Length Genome Identification of a Novel HIV-1 Recombinant Form (CRF01_AE/CRF07_BC) in Zhejiang, China","Peng,X., Li-Jun,X., Xie,T., Liu,F. and Wu,N.",0107,,
PM28398773,28398773,2017,,,1,Genetic Characterization of a Unique Recombinant strain identified in Yunnan with genome comprised of B and C,"Wang,X., Zhang,M., Li,J., Li,T., Sun,C., Li,H., Liu,Y., Liu,S., Zhuang,D., Bao,Z., Han,J., Li,J. and Li,L.",BC,,
PM28586246,28586246,2017,,,1,"Characterization of a New HIV-1 CRF01_AE/CRF07_BC Recombinant virus in Guangxi, China","Kong,D., Wang,Y., Wang,C., Liang,S., Feng,Y., Ruan,Y., Shao,Y. and Ma,L.",0107,,
PM3014529,3014529,1986,,1,1,Identification of conserved and divergent domains within the envelope gene of the acquired immunodeficiency syndrome retrovirus,"Willey,R.L., Rutledge,R.A., Dias,S., Folks,T., Theodore,T., Buckler,C.E. and Martin,M.A.",B,,
PM3490666,3490666,1986,,1,1,Molecular cloning and primary nucleotide sequence analysis of a distinct human immunodeficiency virus isolate reveal significant divergence in its genomic sequences,"Desai,S.M., Kalyanaraman,V.S., Casey,J.M., Srinivasan,A., Andersen,P.R. and Devare,S.G.",B,,
PM7700375,7700375,1995,,1,1,Was HIV present in 1959?,"Zhu,T. and Ho,D.D.",B,,
PM7769705,7769705,1995,,1,1,"Isolation and characterization of a syncytium-inducing, macrophage/T-cell line-tropic human immunodeficiency virus type 1 isolate that readily infects chimpanzee cells in vitro and in vivo","Shibata,R., Hoggan,M.D., Broscius,C., Englund,G., Theodore,T.S., Buckler-White,A., Arthur,L.O., Israel,Z., Schultz,A., Lane,H.C. and Martin,M.A.",B,,
PM7853514,7853514,1995,,1,1,V3-independent determinants of macrophage tropism in a primary human immunodeficiency virus type 1 isolate,"Kim,F.M., Kolson,D.L., Balliet,J.W., Srinivasan,A. and Collman,R.G.",B,,
PM7983770,7983770,1995,,1,1,Unique insertion sequence and pattern of CD4 expression in variants selected with immunotoxins from human immunodeficiency virus type 1-infected T cells,"Fang,H. and Pincus,S.H.",B,,
PM8503191,8503191,1993,,1,1,A molecular clone of HIV-1 tropic and cytopathic for human and chimpanzee lymphocytes,"Ghosh,S.K., Fultz,P.N., Keddie,E., Saag,M.S., Sharp,P.M., Hahn,B.H. and Shaw,G.M.",B,,
PM8627686,8627686,1996,,2,1,Molecular cloning and analysis of functional envelope genes from human immunodeficiency virus type 1 sequence subtypes A through G. The WHO and NIAID Networks for HIV Isolation and Characterization,"Gao,F., Morrison,S.G., Robertson,D.L., Thornton,C.L., Craig,S., Karlsson,G., Sodroski,J., Morgado,M., Galvao-Castro,B., von Briesen,H., Beddows,S., Weber,J., Sharp,P.M., Shaw,G.M. and Hahn,B.H.",C,,
PM8679299,8679299,1995,,2,1,Completion of nucleotide sequences of non-syncytium-inducing and syncytium-inducing HIV type 1 variants isolated from the same patient,"Guillon,C., Bedin,F., Fouchier,R.A., Schuitemaker,H. and Gruters,R.A.",B,,
PM8709215,8709215,1996,,1,1,Full-length sequence and mosaic structure of a human immunodeficiency virus type 1 isolate from Thailand,"Carr,J.K., Salminen,M.O., Koch,C., Gotte,D., Artenstein,A.W., Hegerich,P.A., St Louis,D., Burke,D.S. and McCutchan,F.E.",01_AE,,
PM8835195,8835195,1996,,1,1,Construction and characterization of a stable full-length macrophage-tropic HIV type 1 molecular clone that directs the production of high titers of progeny virions,"Theodore,T.S., Englund,G., Buckler-White,A., Buckler,C.E., Martin,M.A. and Peden,K.W.",B,,
PM8891112,8891112,1996,,1,1,Full-length sequence of an ethiopian human immunodeficiency virus type 1 (HIV-1) isolate of genetic subtype C,"Salminen,M.O., Johansson,B., Sonnerborg,A., Ayehunie,S., Gotte,D., Leinikki,P., Burke,D.S. and McCutchan,F.E.",C,,
PM9071436,9071436,1997,,1,1,"HIV type 1 isolate Z321, the strain used to make a therapeutic HIV type 1 immunogen, is intersubtype recombinant","Choi,D.J., Dube,S., Spicer,T.P., Slade,H.B., Jensen,F.C. and Poiesz,B.J.",01A1G,,
PM9491920,9491920,1998,,1,1,Cloning and characterization of a virtually full-length HIV type 1 genome from a subtype B'-Thai strain representing the most prevalent B-clade isolate in China,"Graf,M., Shao,Y., Zhao,Q., Seidl,T., Kostler,J., Wolf,H. and Wagner,R.",B,,
PM9491921,9491921,1998,,1,1,"Full-length sequence of human immunodeficiency virus type 1 subtype A, recombined with subtype C in the env V3 domain","Sherefa,K., Johansson,B., Salminen,M. and Sonnerborg,A.",A1C,,
PM9696803,9696803,1998,,1,1,Mutations in both gp120 and gp41 are responsible for the broad neutralization resistance of variant human immunodeficiency virus type 1 MN to antibodies directed at V3 and non-V3 epitopes,"Park,E.J., Vujcic,L.K., Anand,R., Theodore,T.S. and Quinnan,G.V. Jr.",B,,
PM9811767,9811767,1998,,1,1,"An isolate of human immunodeficiency virus type 1 originally classified as subtype I represents a complex mosaic comprising three different group M subtypes (A, G, and I)","Gao,F., Robertson,D.L., Carruthers,C.D., Li,Y., Jian,B., Salminen,M.O., Kostrikis,L.G., Ho,D.D., Shaw,G.M., Sharp,P.M. and Hahn,B.H.",04_cpx,,
PM9824329,9824329,1998,,1,1,A novel subtype A/G/J recombinant full-length HIV type 1 genome from Burkina Faso,"Oelrichs,R.B., Workman,C., Laukkanen,T., McCutchan,F.E. and Deacon,N.J.",06_cpx,,
PM9930876,9930876,1999,,2,1,PCR-mediated recombination: a general method applied to construct chimeric infectious molecular clones of plasma-derived HIV-1 RNA,"Fang,G., Weiser,B., Visosky,A., Moran,T. and Burger,H.",B,,
