PubID,PubIDCorrection,PMID,PubYr,NumIsolates,Title,Authors,RxStatus,Notes
PM19531216,,19531216,,5,Near full-length genome analysis of low prevalent human immunodeficiency virus type 1 subclade F1 in,"Sanabani,S.S., Pastena,E.R., Kleine Neto,W., Barre",Rx,
PM19534629,,19534629,,1,"Near full-length genome characterization of an HIV-1 CRF01_AE strain in Jiangsu, China: evidence of ","Guo,D., Ding,N., Xu,Y., Guo,H., Wei,J.F., Wang,J.H",,
PM19540543,,19540543,,33,Phylodynamic analysis of the dissemination of HIV-1 CRF01_AE in Vietnam,"Liao,H., Tee,K.K., Hase,S., Uenishi,R., Li,X.J., K",Naive,
PM19542300,,19542300,,91,Minor viral and host genetic polymorphisms can dramatically impact the biologic outcome of an epitop,"Geldmacher,C., Metzler,I.S., Tovanabutra,S., Asher",Naive,
PM19552591,,19552591,,16,Characterization of genetically diverse HIV type 1 from a London cohort: near full-length genomic an,"Holzmayer,V., Aitken,C., Skinner,C., Ryall,L., Dev",,
PM19570221,,19570221,,134,Reduction of the HIV-1 reservoir in resting CD4+ T-lymphocytes by high dosage intravenous immunoglob,"Lindkvist,A., Eden,A., Norstrom,M.M., Gonzalez,V.D",,
PM19587031,,19587031,,2,Gag determinants of fitness and drug susceptibility in protease inhibitor-resistant human immunodefi,"Parry,C.M., Kohli,A., Boinett,C.J., Towers,G.J., M",,
PM19619011,,19619011,,59,Comparison of Bayesian and maximum-likelihood phylogenetic approaches in two legal cases involving a,"Kaye,M., Chibo,D. and Birch,C.",,
PM19621986,,19621986,,219,Current HIV type 1 molecular epidemiology profile and identification of unique recombinant forms in ,"Sahbandar,I.N., Takahashi,K., Djoerban,Z., Firmans",,
PM19622045,,19622045,,63,"HIV subtype D is associated with dementia, compared with subtype A, in immunosuppressed individuals ","Sacktor,N., Nakasujja,N., Skolasky,R.L., Rezapour,",,
PM19625947,,19625947,,385,Genetic determinants in HIV-1 Gag and Env V3 are related to viral response to combination antiretrov,"Ho,S.K., Perez,E.E., Rose,S.L., Coman,R.M., Lowe,A",,
PM19644346,,19644346,,697,Spatial phylodynamics of HIV-1 epidemic emergence in east Africa,"Gray,R.R., Tatem,A.J., Lamers,S., Hou,W., Laeyende",,
PM19648927,,19648927,,1,A new human immunodeficiency virus derived from gorillas,"Plantier,J.C., Leoz,M., Dickerson,J.E., De Oliveir",,
PM19678767,,19678767,,8,Genetic characterization of eight full-length HIV type 1 genomes from the Democratic Republic of Con,"Vidal,N., Bazepeo,S.E., Mulanga,C., Delaporte,E. a",Naive,
PM19678768,,19678768,,2,"Molecular characterization of the human immunodeficiency virus type 1 among children in Lima, Peru","Carrion,A.G., Laguna-Torres,V.A., Soto-Castellares",,
PM19688091,,19688091,,1,Isolation and characterization of a replication-competent molecular clone of an HIV-1 circulating re,"Tee,K.K., Kusagawa,S., Li,X.J., Onogi,N., Isogai,M",,
PM19690614,,19690614,,1076,"HLA-associated immune escape pathways in HIV-1 subtype B Gag, Pol and Nef proteins","Brumme,Z.L., John,M., Carlson,J.M., Brumme,C.J., C",Naive,
PM19690614,,19690614,,4,"HLA-associated immune escape pathways in HIV-1 subtype B Gag, Pol and Nef proteins","Brumme,Z.L., John,M., Carlson,J.M., Brumme,C.J., C",,
PM19706711,,19706711,,58,Preinfection human immunodeficiency virus (HIV)-specific cytotoxic T lymphocytes failed to prevent H,"Liu,Y., Woodward,A., Zhu,H., Andrus,T., McNevin,J.",,
PM1971917,,1971917,,2,Sequence analysis and acute pathogenicity of molecularly cloned SIVSMM-PBj14,"Dewhurst,S., Embretson,J.E., Anderson,D.C., Mullin",,
PM19727001,,19727001,,8,Impact of amino acid variations in Gag and protease of HIV type 1 CRF01_AE strains on drug susceptib,"Jinnopat,P., Isarangkura-na-ayuthaya,P., Utachee,P",NaÃ¯ve,
PM19751146,,19751146,,1,Use of massive parallel pyrosequencing for near full-length characterization of a unique HIV Type 1 ,"Bruselles,A., Rozera,G., Bartolini,B., Prosperi,M.",,
PM19778458,,19778458,,4,"A HIV-1 heterosexual transmission chain in Guangzhou, China: a molecular epidemiological study","Han,Z., Leung,T.W., Zhao,J., Wang,M., Fan,L., Li,K",,
PM19779560,,19779560,,4,Molecular phylodynamics of the heterosexual HIV epidemic in the United Kingdom,"Hughes,G.J., Fearnhill,E., Dunn,D., Lycett,S.J., R",,
PM19779560,,19779560,,4,Molecular phylodynamics of the heterosexual HIV epidemic in the United Kingdom,"Hughes,G.J., Fearnhill,E., Dunn,D., Lycett,S.J., R",,
PM19795987,,19795987,,2,Complex mosaic composition of near full-length genomes of two NED (NIH-ENVA-DOD) subtype panel HIV t,"Huang,D.D., Foley,B.T., Tolzmann,C.A., Ouma,A. and",,
PM19841572,,19841572,,178,HIV-1 subtypes and differences in heterosexual HIV transmission among HIV-discordant couples in Raka,"Kiwanuka,N., Laeyendecker,O., Quinn,T.C., Wawer,M.",,
PM19890401,,19890401,,2522,Timing constraints of in vivo gag mutations during primary HIV-1 subtype C infection,"Novitsky,V., Wang,R., Margolin,L., Baca,J., Kebaab",,
PM19895210,,19895210,,7,Viral genetic determinants of nonprogressive HIV type 1 subtype C infection in antiretroviral drug-n,"Tzitzivacos,D.B., Tiemessen,C.T., Stevens,W.S. and",Naive,
PM19913270,,19913270,,20,Adaptive changes in HIV-1 subtype C proteins during early infection are driven by changes in HLA-ass,"Treurnicht,F.K., Seoighe,C., Martin,D.P., Wood,N.,",Naive,
PM19918101,,19918101,,206,"Prevalence of HIV type-1 drug-associated mutations in pre-therapy patients in the Free State, South ","Huang,K.H., Goedhals,D., Fryer,H., van Vuuren,C., ",,
PM19935211,,19935211,,1,The Challenge of HIV-1 Genetic Diversity: Discordant CD4+ T-Cell Count and Viral Load in an Untreate,"Bolivar,H., Geffin,R., Manzi,G., Fischl,M.A., Holz",,
PM19943791,,19943791,,2,Near full-length genome characterization of a newly identified HIV type 1 subtype F variant circulat,"Fernandez-Garcia,A., Cuevas,M.T., Vinogradova,A., ",,
PM19954300,,19954300,,4,Near full-length genome characterization of HIV type 1 unique BC recombinant forms from Southern Bra,"Passaes,C.P., Guimaraes,M.L., Bello,G. and Morgado",,
PM20001521,,20001521,,4,"CRF45_AKU, a circulating recombinant from Central Africa, is probably the common ancestor of HIV typ","Niama,F.R., Vidal,N., Bazepeo,S.E., Mpoudi,E., Tou",,
PM2002546,,2002546,,2,Detection of occult simian immunodeficiency virus SIVsmm infection in asymptomatic seronegative nonh,"Villinger,F., Powell,J.D., Jehuda-Cohen,T., Neckel",,
PM20039801,,20039801,,2,A case of seronegative HIV-1 infection,"Spivak,A.M., Brennan,T.P., OConnell,K.A., Sydnor,E",,
PM20040114,,20040114,,62,HIV-1 subtype and viral tropism determination for evaluating antiretroviral therapy options: an anal,"Lihana,R.W., Khamadi,S.A., Lwembe,R.M., Kinyua,J.G",,
PM2005437,,2005437,,1,Nucleotide sequence of a Guinea-Bissau-derived human immunodeficiency virus type 2 proviral clone (H,"Tristem,M., Hill,F. and Karpas,A.",,
PM20059396,,20059396,,3,Four new HIV-1 group N isolates from Cameroon: Prevalence continues to be low,"Vallari,A., Bodelle,P., Ngansop,C., Makamche,F., N",,
PM20063993,,20063993,,3,Full genome analysis of an emerging cluster of human immunodeficiency virus type 1 subtype B infecti,"Tsui,S.K., Fong,N.Y., Li,S.K., Leung,K.K., Chan,D.",,
PM20104106,,20104106,2010,77,Epidemiologic and Genetic Characterization of Human Immunodeficiency Virus Type I Infection In Liaon,"Han,X., Dai,D., Zhao,B., Liu,J., Ding,H., Zhang,M.",Naive,
HSL7nGR4LcFrW66AawDSKsrA,PM20104106,20104106,2010,93,"Molecular Epidemiology of HIV in Liaoning Province, Northeastern China: Complex Findings in a Low Pr","Han,X., Tee,K.K., Dai,D., Zhang,M., Liu,J., Li,X.-",Naive,
PM20156095,,20156095,,22,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Ke","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangom",Naive,
PM20156103,,20156103,,1,Comparison of genotypic resistance mutations in treatment-naive HIV type 1-infected patients in Kore,"Chin,B.S., Choi,J.Y., Han,Y., Kuang,J., Li,Y., Han",,
PM2024463,,2024463,,1,"Simian immunodeficiency virus (SIVmac) exhibits complex splicing for tat, rev, and env mRNA","Unger,R.E., Stout,M.W. and Luciw,P.A.",,
PM2024476,,2024476,,2,A highly divergent proviral DNA clone of SIV from a distinct species of African green monkey,"Fomsgaard,A., Hirsch,V.M., Allan,J.S. and Johnson,",,
PM20308382,,20308382,,31,Phenotypic Susceptibility to Bevirimat in Isolates from HIV-1-Infected Patients without Prior Exposu,"Margot,N.A., Gibbs,C.S. and Miller,M.D.",Mixed,
PM20334570,,20334570,,9,"Young pregnant women living with HIV/AIDS in Criciuma, Southern Brazil, are infected almost exclusiv","Rodrigues,R., Manenti,S., Romao,P.R., de Paula Fer",,
PM20363973,,20363973,,82,Interdisciplinary analysis of HIV-specific CD8(+) T cell responses against variant epitopes reveals ,"Hoof,I., Perez,C.L., Buggert,M., Gustafsson,R.K., ",,
PM20386110,,20386110,,23,Identification of a novel second-generation circulating recombinant form (CRF48_01B) in Malaysia: a ,"Li,Y., Tee,K.K., Liao,H., Hase,S., Uenishi,R., Li,",,
PM20386379,,20386379,,1,First evidence of a HIV-1 M/O recombinant form circulating outside Cameroon,"Vessiere,A., Leoz,M., Brodard,V., Strady,C., Lemee",,
PM20398371,,20398371,,6,Characterization and frequency of a newly identified HIV-1 BF1 intersubtype circulating recombinant ,"Sanabani,S.S., Pastena,E.R., Neto,W.K., Martinez,V",Naive,
PM20426823,,20426823,,24,"HIV-1 recombinants with multiple parental strains in low-prevalence, remote regions of Cameroon: evo","Carr,J.K., Wolfe,N.D., Torimiro,J.N., Tamoufe,U., ",,
PM20430662,,20430662,,13,An unusual cluster of HIV-1 B/F recombinants in an Asian population,"Leung,R.K., Fong,F.N., Au,T.C., Lau,I.F., Chan,P.K",,
PM20430786,,20430786,,21,Evolution of protease inhibitor resistance in the gag and pol genes of HIV subtype G isolates,"Knops,E., Daumer,M., Awerkiew,S., Kartashev,V., Sc",Rx-PI,
PM20438383,,20438383,,11,Distinct circulating recombinant HIV-1 strains among injecting drug users and sex workers in Afghani,"Sanders-Buell,E., Bose,M., Nasir,A., Todd,C.S., St",Naive,
PM20444904,,20444904,,208,Control of HIV-1 in elite suppressors despite ongoing replication and evolution in plasma virus,"OConnell,K.A., Brennan,T.P., Bailey,J.R., Ray,S.C.",,
PM20463808,,20463808,,81,"HIV-1 transmitting couples have similar viral load set-points in Rakai, Uganda","Hollingsworth,T.D., Laeyendecker,O., Shirreff,G., ",,
PM20485520,,20485520,,94,High Multiplicity Infection by HIV-1 in Men Who Have Sex with Men,"Li,H., Bar,K.J., Wang,S., Decker,J.M., Chen,Y., Su",,
PM20502347,,20502347,,7,HIV-2 CRF01_AB: first circulating recombinant form of HIV-2,"Ibe,S., Yokomaku,Y., Shiino,T., Tanaka,R., Hattori",,
PM20509797,,20509797,,21,Characterization of HIV type 1 genetic diversity among South African participants enrolled in the AI,"Papathanasopoulos,M.A., Vardas,E., Wallis,C., Glas",,
PM20509797,,20509797,,3,Characterization of HIV type 1 genetic diversity among South African participants enrolled in the AI,"Papathanasopoulos,M.A., Vardas,E., Wallis,C., Glas",,
PM20510746,,20510746,,69,HIV-2 capsids distinguish high and low virus load patients in a West African community cohort,"Onyango,C.O., Leligdowicz,A., Yokoyama,M., Sato,H.",,
PM20518650,,20518650,,1,Near full-length sequence of HIV type 1 subtype J strain 04CMU11421 from Cameroon,"Yamaguchi,J., Vallari,A., Ngansop,C., Makamche,F.,",,
PM20519388,,20519388,,5,"Recovery of replication-competent residual HIV-1 from plasma of a patient receiving prolonged, suppr","Sahu,G.K., Sarria,J.C. and Cloyd,M.W.",,
PM20528150,,20528150,,1,Near full-length genomic characterization of a novel HIV type 1 subtype B/C recombinant strain from ,"Li,L., Chen,L., Yang,S., Liu,Y., Li,H., Bao,Z., Wa",,
PM20528151,,20528151,,13,"Genetic characterization of 13 subtype CRF01_AE near full-length genomes in Guangxi, China","Li,L., Liang,S., Chen,L., Liu,W., Li,H., Liu,Y., B",Unknown,
PM20530226,,20530226,,13,Evaluation of the genotypic prediction of HIV-1 coreceptor use versus a phenotypic assay and correla,"Recordon-Pinson,P., Soulie,C., Flandre,P., Descamp",,
PM20561662,,20561662,,70,Disease progression due to dual infection in an HLA-B57-positive asymptomatic long-term nonprogresso,"Braibant,M., Xie,J., Samri,A., Agut,H., Autran,B. ",,
PM20567513,,20567513,,370,HLA-associated immune pressure on Gag protein in CRF01_AE-infected individuals and its association w,"Gesprasert,G., Wichukchinda,N., Mori,M., Shiino,T.",Naive,
PM20585262,,20585262,,153,HIV-1 Drug Resistance Mutations Are Present in Six Percent of Persons Initiating Antiretroviral Ther,"Hamers,R.L., Siwale,M., Wallis,C.L., Labib,M., van",,
PM20585262,,20585262,,130,HIV-1 Drug Resistance Mutations Are Present in Six Percent of Persons Initiating Antiretroviral Ther,"Hamers,R.L., Siwale,M., Wallis,C.L., Labib,M., van",,
PM20587857,,20587857,,59,HIV type-1 genotypic resistance profiles in vertically infected patients from Argentina reveal an as,"Aulicino,P.C., Rocco,C.A., Mecikovsky,D., Bologna,",,
PM20587857,,20587857,,3,HIV type-1 genotypic resistance profiles in vertically infected patients from Argentina reveal an as,"Aulicino,P.C., Rocco,C.A., Mecikovsky,D., Bologna,",,
PM20597164,,20597164,,2,Full-length HIV-1 Gag determines protease inhibitor,"Gupta,R.K., Kohli,A., McCormick,A.L., Towers,G.J.,",,
PM20608080,,20608080,,28,[Prediction of the efficacy of bevirimat used for the treatment of HIV infection in Russia],"Kazennova,E.V., Vasilev,A.V. and Bobkova,M.R.",,
PM20610954,,20610954,,29,Assessing subtype and drug-resistance-associated mutations among antiretroviral-treated HIV-infected,"Hamkar,R., Mohraz,M., Lorstani,S., Aghakhani,A., T",,
PM20610954,,20610954,,1,Assessing subtype and drug-resistance-associated mutations among antiretroviral-treated HIV-infected,"Hamkar,R., Mohraz,M., Lorstani,S., Aghakhani,A., T",,
PM20618101,,20618101,,1,Identification of a new HIV type 1 BF intersubtype circulating recombinant form (CRF44_BF) in Chile,"Delgado,E., Rios,M., Fernandez,J., Perez-Alvarez,L",,
PM20618102,,20618102,,2,Identification of a new HIV type 1 circulating BF intersubtype recombinant form (CRF47_BF) in Spain,"Fernandez-Garcia,A., Perez-Alvarez,L., Cuevas,M.T.",,
PM20623996,,20623996,,122,Short communication: antiretroviral therapy resistance mutations present in the HIV type 1 subtype C,"Gonzalez,S., Gondwe,C., Tully,D.C., Minhas,V., She",,
PM20624076,,20624076,,101,"HIV type 1 genetic diversity in Silesia, Poland: a retrospective analysis","Smolen,J., Kruszynski,P., Bratosiewicz-Wasik,J., W",,
PM20652030,,20652030,,19,Protection of macaques with diverse MHC genotypes against a heterologous SIV by vaccination with a d,"Sugimoto,C., Watanabe,S., Naruse,T., Kajiwara,E., ",,
PM20657071,,20657071,,22,The comparison of human immunodeficiency virus type 1 transmission between couples through blood or ,"Yang,R.R., Gui,X., Benoit,J.L. and Xiong,Y.",,
PM20671542,,20671542,,68,HIV-1 Gag evolution in recently infected human leukocyte antigen-B*57 patients with low-level viremi,"Durand,C.M., OConnell,K.A., Apuzzo,L.G., Langan,S.",,
PM20697919,,20697919,,4,"Construction and characterization of a full-length infectious clone from a fast-replicating, X4-trop","Wu,S.L., Yan,Y.S., Yan,P.P., Huang,H.L. and Wang,H",,
PM20702636,,20702636,,405,Gag-protease-mediated replication capacity in HIV-1 subtype C chronic infection: associations with H,"Wright,J.K., Brumme,Z.L., Carlson,J.M., Heckerman,",Naive,
PM20704494,,20704494,,36,Absence of primary integrase resistance mutations in HIV type 1-infected patients in Venezuela,"Rangel,H.R., Garzaro,D., Fabbro,R., Martinez,N., O",,
HS3MbZJEy0V8iVXjplidR65A,PM20707647,20707647,,14,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: us,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garc",Naive,
PM20707647,,20707647,,14,Short Communication: Biological and Genetic Characterization of HIV Type 1 Subtype B and Nonsubtype ,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garc",Naive,
PM20718620,,20718620,,40,"HIV type 1 pol gene diversity and genotypic antiretroviral drug resistance mutations in Malabo, Equa","Djoko,C.F., Wolfe,N.D., Vidal,N., Tamoufe,U., Mont",,
PM20797968,,20797968,,2,Full-length genome sequence of a simian immunodeficiency virus (SIV) infecting a captive agile manga,"Ahuka-Mundeke,S., Liegeois,F., Ayouba,A., Foupouop",,
PM20810731,,20810731,,66,Early Selection in Gag by Protective HLA Alleles Contributes to Reduced HIV-1 Replication Capacity T,"Brockman,M.A., Brumme,Z.L., Brumme,C.J., Miura,T.,",Naive,
PM20812894,,20812894,,3,Identification and Genetic Characterization of a Novel CRF22_01A1 Recombinant Form of HIV Type 1 in ,"Zhao,J., Tang,S., Ragupathy,V., Carr,J.K., Wolfe,N",,
PM20849302,,20849302,,115,Antiretroviral drug resistance mutations in antiretroviral-naive patients from Senegal,"Diop-Ndiaye,H., Toure-Kane,C., Leye,N., Ngom-Gueye",,
PM20849302,,20849302,,2,Antiretroviral drug resistance mutations in antiretroviral-naive patients from Senegal,"Diop-Ndiaye,H., Toure-Kane,C., Leye,N., Ngom-Gueye",,
PM20854198,,20854198,,6,Prolonged Control of an HIV Type 1 Escape Variant Following Treatment Interruption in an HLA-B*27-Po,"OConnell,K.A., Pelz,R.K., Dinoso,J.B., Dunlop,E., ",,
PM20854199,,20854199,,1,Genetic analysis of a UNAIDS HIV type 1 from Brazil revealed an unexpected recombination pattern,"Chin,M.P. and Ristic,N.",,
PM20854208,,20854208,,42,Lower Prevalence of Human Immunodeficiency Virus Type 1 Brazilian Subtype B Found in Northeastern Br,"Araujo,A.F., Brites,C., Monteiro-Cunha,J., Santos,",,
PM20881048,,20881048,,1,Genetic identity and biological phenotype of a transmitted/founder virus representative of nonpathog,"Gnanadurai,C.W., Pandrea,I., Parrish,N.F., Kraus,M",,
PM20925575,,20925575,,573,"Changes in the Distribution of HIV Type 1 Subtypes D and A in Rakai District, Uganda Between 1994 an","Conroy,S.A., Laeyendecker,O., Redd,A.D., Collinson",,
