Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
JQ779148,C,2008,22693444,Transmitted/Founder and Chronic Subtype C HIV-1 Use CD4 and CCR5 Receptors with Equal Efficiency and Are Not Inhibited by Blocking the Integrin alpha4beta7,"Parrish,N.F., Wilen,C.B., Banks,L.B., Iyer,S.S., Pfaff,J.M., Salazar-Gonzalez,J.F., Salazar,M.G., Decker,J.M., Parrish,E.H., Berg,A., Hopper,J., Hora,B., Kumar,A., Mahlokozera,T., Yuan,S., Coleman,C., Vermeulen,M., Ding,H., Ochsenbauer,C., Tilton,J.C., Permar,S.R., Kappes,J.C., Betts,M.R., Busch,M.P., Gao,F., Montefiori,D., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Doms,R.W.",2012
JQ779206,C,2008,22693444,Transmitted/Founder and Chronic Subtype C HIV-1 Use CD4 and CCR5 Receptors with Equal Efficiency and Are Not Inhibited by Blocking the Integrin alpha4beta7,"Parrish,N.F., Wilen,C.B., Banks,L.B., Iyer,S.S., Pfaff,J.M., Salazar-Gonzalez,J.F., Salazar,M.G., Decker,J.M., Parrish,E.H., Berg,A., Hopper,J., Hora,B., Kumar,A., Mahlokozera,T., Yuan,S., Coleman,C., Vermeulen,M., Ding,H., Ochsenbauer,C., Tilton,J.C., Permar,S.R., Kappes,J.C., Betts,M.R., Busch,M.P., Gao,F., Montefiori,D., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Doms,R.W.",2012
JQ779256,C,2008,22693444,Transmitted/Founder and Chronic Subtype C HIV-1 Use CD4 and CCR5 Receptors with Equal Efficiency and Are Not Inhibited by Blocking the Integrin alpha4beta7,"Parrish,N.F., Wilen,C.B., Banks,L.B., Iyer,S.S., Pfaff,J.M., Salazar-Gonzalez,J.F., Salazar,M.G., Decker,J.M., Parrish,E.H., Berg,A., Hopper,J., Hora,B., Kumar,A., Mahlokozera,T., Yuan,S., Coleman,C., Vermeulen,M., Ding,H., Ochsenbauer,C., Tilton,J.C., Permar,S.R., Kappes,J.C., Betts,M.R., Busch,M.P., Gao,F., Montefiori,D., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Doms,R.W.",2012
JQ898164,65_cpx,2009,23056447,"Recombination Form and Epidemiology of HIV-1 Unique Recombinant Strains Identified in Yunnan, China","Li,L., Chen,L., Yang,S., Li,T., Li,J., Liu,Y., Jia,L., Yang,B., Bao,Z., Li,H., Wang,X., Zhuang,D., Liu,S. and Li,J.",2012
JQ898195,BC,2009,23056447,"Recombination Form and Epidemiology of HIV-1 Unique Recombinant Strains Identified in Yunnan, China","Li,L., Chen,L., Yang,S., Li,T., Li,J., Liu,Y., Jia,L., Yang,B., Bao,Z., Li,H., Wang,X., Zhuang,D., Liu,S. and Li,J.",2012
JQ898197,BC,2009,23056447,"Recombination Form and Epidemiology of HIV-1 Unique Recombinant Strains Identified in Yunnan, China","Li,L., Chen,L., Yang,S., Li,T., Li,J., Liu,Y., Jia,L., Yang,B., Bao,Z., Li,H., Wang,X., Zhuang,D., Liu,S. and Li,J.",2012
JQ898203,BC,2009,23056447,"Recombination Form and Epidemiology of HIV-1 Unique Recombinant Strains Identified in Yunnan, China","Li,L., Chen,L., Yang,S., Li,T., Li,J., Liu,Y., Jia,L., Yang,B., Bao,Z., Li,H., Wang,X., Zhuang,D., Liu,S. and Li,J.",2012
JQ898207,BC,2009,23056447,"Recombination Form and Epidemiology of HIV-1 Unique Recombinant Strains Identified in Yunnan, China","Li,L., Chen,L., Yang,S., Li,T., Li,J., Liu,Y., Jia,L., Yang,B., Bao,Z., Li,H., Wang,X., Zhuang,D., Liu,S. and Li,J.",2012
JQ900844,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900845,07_BC,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900846,07_BC,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900847,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900848,B,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900849,07_BC,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900850,B,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900851,07_BC,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900852,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900854,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900855,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900856,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900857,B,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900858,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900859,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900860,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900861,B,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900862,B,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900863,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900864,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900865,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900866,B,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900867,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900868,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900869,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900870,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900871,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900872,B,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900873,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900874,07_BC,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900875,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900876,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900877,B,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900878,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900879,07_BC,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900880,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900881,B,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900882,01_AE,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900884,B,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900885,B,2009,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900886,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900887,01_AE,2010,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900888,01_AE,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900889,B,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900890,B,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900891,B,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900892,01_AE,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900893,B,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900894,01_AE,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900895,01_AE,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900896,01_AE,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900897,B,2007,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900898,01_AE,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900899,07_BC,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900900,B,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900901,07_BC,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900902,07_BC,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900903,01_AE,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900904,01_AE,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900906,07_BC,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900907,01_AE,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900908,01_AE,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900909,01_AE,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900910,B,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900911,B,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900912,01_AE,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900913,01_AE,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
JQ900914,B,2008,23121221,"Genetic Characterization and Transmitted Drug Resistance of the HIV Type 1 Epidemic in Men Who Have Sex with Men in Beijing, China","Li,L., Han,N., Lu,J., Li,T., Zhong,X., Wu,H., Rayner,S., Chen,L., Liu,Y., Wang,X., Li,H. and Li,J.",2013
