Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
FJ670516,F1,2002,19943791,"Near full-length genome characterization of a newly identified HIV type 1 subtype F variant circulating in St. Petersburg, Russia","Fernandez-Garcia,A., Cuevas,M.T., Vinogradova,A., Rakhmanova,A., Perez-Alvarez,L., de Castro,R.O., Osmanov,S. and Thomson,M.M.",2009
FJ670517,14_BG,2004,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670518,14_BG,2004,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670519,A1,2005,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670520,G,2005,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670521,C,2005,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670522,14_BG,2005,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670523,A1,2006,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670524,B,2008,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670525,B,2008,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670526,24_BG,2008,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670527,DF1G,2004,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670528,14_BG,2005,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670529,47_BF,2008,20618102,Identification of a new HIV type 1 circulating BF intersubtype recombinant form (CRF47_BF) in Spain,"Fernandez-Garcia,A., Perez-Alvarez,L., Cuevas,M.T., Delgado,E., Munoz-Nieto,M., Cilla,G., Iribarren,J.A., Pinilla,M., Ocampo,A., Miralles,C., Perez-Castro,S., Gonzalez-Galeano,M., de Castro,R.O., Trigo,M., Garcia,V., Sanchez,A.M. and Thomson,M.M.",2010
FJ670530,G,2008,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ670531,B,2008,,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: usefulness for vaccine candidate assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia,V., Thomson,M.M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ687532,B,,19321618,Tissue-specific sequence alterations in the human immunodeficiency virus type 1 envelope favoring CCR5 usage contribute to persistence of dual-tropic virus in the brain,"Gray,L., Roche,M., Churchill,M.J., Sterjovski,J., Ellett,A., Poumbourios,P., Sheffief,S., Wang,B., Saksena,N., Purcell,D.F., Wesselingh,S., Cunningham,A.L., Brew,B.J., Gabuzda,D. and Gorry,P.R.",2009
FJ711703,H,2000,19552591,Characterization of genetically diverse HIV type 1 from a London cohort: near full-length genomic analysis of a subtype H strain,"Holzmayer,V., Aitken,C., Skinner,C., Ryall,L., Devare,S.G. and Hackett,J. Jr.",2009
FJ798320,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798366,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798391,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798405,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798415,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798433,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798457,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798474,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798503,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798521,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ798544,B,,19211740,Major coexisting human immunodeficiency virus type 1 env gene subpopulations in the peripheral blood are produced by cells with similar turnover rates and show little evidence of genetic compartmentalization,"Ince,W.L., Harrington,P.R., Schnell,G.L., Patel-Chhabra,M., Burch,C.L., Menezes,P., Price,R.W., Eron,J.J. Jr. and Swanstrom,R.I.",2009
FJ817365,B,2008,,"Functional molecular clones of HIV-1 env of subtypes F, B, G and BG recombinants","Revilla,A., Delgado,E., Vega,Y. and Thomson,M.",
FJ817366,B,2007,,"Functional molecular clones of HIV-1 env of subtypes F, B, G and BG recombinants","Revilla,A., Delgado,E., Vega,Y. and Thomson,M.",
FJ817368,G,2005,21226626,Construction and Phenotypic Characterization of HIV Type 1 Functional Envelope Clones of Subtypes G and F,"Revilla,A., Delgado,E., Christian,E.C., Dalrymple,J., Vega,Y., Carrera,C., Gonzalez-Galeano,M., Ocampo,A., de Castro,R.O., Lezaun,M.J., Rodriguez,R., Marino,A., Ordonez,P., Cilla,G., Cisterna,R., Santamaria,J.M., Prieto,S., Rakhmanova,A., Vinogradova,A., Rios,M., Perez-Alvarez,L., Najera,R., Montefiori,D.C., Seaman,M.S. and Thomson,M.M.",2011
FJ817370,G,2004,21226626,Construction and Phenotypic Characterization of HIV Type 1 Functional Envelope Clones of Subtypes G and F,"Revilla,A., Delgado,E., Christian,E.C., Dalrymple,J., Vega,Y., Carrera,C., Gonzalez-Galeano,M., Ocampo,A., de Castro,R.O., Lezaun,M.J., Rodriguez,R., Marino,A., Ordonez,P., Cilla,G., Cisterna,R., Santamaria,J.M., Prieto,S., Rakhmanova,A., Vinogradova,A., Rios,M., Perez-Alvarez,L., Najera,R., Montefiori,D.C., Seaman,M.S. and Thomson,M.M.",2011
FJ817371,F1,2007,21226626,Construction and Phenotypic Characterization of HIV Type 1 Functional Envelope Clones of Subtypes G and F,"Revilla,A., Delgado,E., Christian,E.C., Dalrymple,J., Vega,Y., Carrera,C., Gonzalez-Galeano,M., Ocampo,A., de Castro,R.O., Lezaun,M.J., Rodriguez,R., Marino,A., Ordonez,P., Cilla,G., Cisterna,R., Santamaria,J.M., Prieto,S., Rakhmanova,A., Vinogradova,A., Rios,M., Perez-Alvarez,L., Najera,R., Montefiori,D.C., Seaman,M.S. and Thomson,M.M.",2011
FJ817372,F1,2006,,"Functional molecular clones of HIV-1 env of subtypes F, B, G and BG recombinants","Revilla,A., Delgado,E., Vega,Y. and Thomson,M.",
FJ846628,C,2001,,Clonal Functional and Genetic Analysis of Coreceptor Usage by Dualtropic HIV-1 Subtype C Strains,"Singh,A., Page,T., Allgaier,R.L., Hiramen,K., Coovadia,H.M., Moore,P., Morris,L. and Ndungu,T.",
FJ846633,C,1996,19695656,Functional and genetic analysis of coreceptor usage by dualtropic HIV-1 subtype C isolates,"Singh,A., Page,T., Moore,P.L., Allgaier,R.L., Hiramen,K., Coovadia,H.M., Walker,B.D., Morris,L. and Ndung'u,T.",2009
FJ853620,B,2008,20707647,Short Communication: Biological and Genetic Characterization of HIV Type 1 Subtype B and Nonsubtype B Transmitted Viruses: Usefulness for Vaccine Candidate Assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia-Alvarez,V., Thomson,M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez-Garcia,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ853621,BF1,2008,20707647,Short Communication: Biological and Genetic Characterization of HIV Type 1 Subtype B and Nonsubtype B Transmitted Viruses: Usefulness for Vaccine Candidate Assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia-Alvarez,V., Thomson,M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez-Garcia,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ853622,B,2008,20707647,Short Communication: Biological and Genetic Characterization of HIV Type 1 Subtype B and Nonsubtype B Transmitted Viruses: Usefulness for Vaccine Candidate Assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia-Alvarez,V., Thomson,M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez-Garcia,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
FJ864679,A6,2008,22236080,"Isolation, Characterization, and Sequence Analysis of a Novel HIV Type 1 Subtype A1 Strain from Russia","Galkin,A.N., Bychenko,A.B., Kuznecovs,G. and Filinova,E.Y.",2012
FJ866113,A1,2005,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866117,A1,2004,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866118,A1,2005,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866119,A1,2005,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866121,A1,2005,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866124,A1D,1996,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866128,A2D,2004,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866131,C,1995,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866133,C,1997,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866136,D,1993,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866138,D,1997,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ866139,D,1999,19474105,"Cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype A, C, and D envelope variants of human immunodeficiency virus type 1","Blish,C.A., Jalalian-Lechak,Z., Rainwater,S., Nguyen,M.A., Dogan,O.C. and Overbaugh,J.",2009
FJ904244,BF1,2008,19751146,Use of massive parallel pyrosequencing for near full-length characterization of a unique HIV Type 1 BF recombinant associated with a fatal primary infection,"Bruselles,A., Rozera,G., Bartolini,B., Prosperi,M., Del Nonno,F., Narciso,P., Capobianchi,M.R. and Abbate,I.",2009
